Pathway	FDR	Sig in sSNAPPY
Phospholipase C-mediated cascade; FGFR3	0.7162787504817827	FALSE
Phospholipase C-mediated cascade; FGFR4	0.7162787504817827	FALSE
Synthesis of pyrophosphates in the cytosol	0.7164474614627279	FALSE
Signaling by ERBB2	0.7221346020011891	FALSE
NOTCH4 Activation and Transmission of Signal to the Nucleus	0.722624732451583	FALSE
VEGFR2 mediated cell proliferation	0.7228447037907575	FALSE
Transcriptional regulation of white adipocyte differentiation	0.7228556565225434	FALSE
Lysine catabolism	0.7228556565225434	FALSE
IRF3 mediated activation of type 1 IFN	0.7228556565225434	FALSE
Signaling by MRAS-complex mutants	0.7228556565225434	FALSE
SHOC2 M1731 mutant abolishes MRAS complex function	0.7228556565225434	FALSE
Gain-of-function MRAS complexes activate RAF signaling	0.7228556565225434	FALSE
Attenuation phase	0.7228556565225434	FALSE
Defective CHSY1 causes TPBS	0.7274451599120809	FALSE
Interleukin-17 signaling	0.7324075784449714	FALSE
Chylomicron clearance	0.7327800589788915	FALSE
Transcriptional regulation of pluripotent stem cells	0.7334153653400467	FALSE
Nectin/Necl  trans heterodimerization	0.7334153653400467	FALSE
RHO GTPases Activate ROCKs	0.7351819800004903	FALSE
Signaling by GPCR	0.7354070825992042	FALSE
Immune System	0.7354070825992042	FALSE
Interleukin-2 family signaling	0.7359550954198318	FALSE
Protein localization	0.736169635479074	FALSE
Biosynthesis of protectins	0.7362321321142186	FALSE
G alpha (z) signalling events	0.7397930403045325	FALSE
Elastic fibre formation	0.7397930403045325	FALSE
Defects in biotin (Btn) metabolism	0.7422956645539306	FALSE
Defective HLCS causes multiple carboxylase deficiency	0.7422956645539306	FALSE
Endogenous sterols	0.7426116307110806	FALSE
PI3K/AKT activation	0.7435796750780754	FALSE
ROS and RNS production in phagocytes	0.7454388856980801	FALSE
Regulation of insulin secretion	0.7457418677383558	FALSE
MTOR signalling	0.7483033752325151	FALSE
RA biosynthesis pathway	0.7483033752325151	FALSE
Nephrin family interactions	0.7501312817735143	FALSE
Cam-PDE 1 activation	0.7517012644108546	FALSE
VEGF ligand-receptor interactions	0.7517012644108546	FALSE
VEGF binds to VEGFR leading to receptor dimerization	0.7517012644108546	FALSE
Acetylcholine regulates insulin secretion	0.7517012644108546	FALSE
Pyrimidine salvage	0.7525834266451134	FALSE
Release of Hh-Np from the secreting cell	0.7525834266451134	FALSE
Organelle biogenesis and maintenance	0.7525834266451134	FALSE
Loss of MECP2 binding ability to the NCoR/SMRT complex	0.7525834266451134	FALSE
Inositol phosphate metabolism	0.7525834266451134	FALSE
Regulation of lipid metabolism by PPARalpha	0.7525834266451134	FALSE
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	0.7558605884495327	FALSE
Fibronectin matrix formation	0.7558605884495327	FALSE
MET activates PI3K/AKT signaling	0.7558605884495327	FALSE
FCERI mediated Ca+2 mobilization	0.7584457175646109	FALSE
mitochondrial fatty acid beta-oxidation of saturated fatty acids	0.7596891028588999	FALSE
Fructose catabolism	0.7596891028588999	FALSE
Sensory processing of sound by inner hair cells of the cochlea	0.7603067419963062	FALSE
Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA	0.760948094061414	FALSE
InlB-mediated entry of Listeria monocytogenes into host cell	0.760948094061414	FALSE
Zinc transporters	0.761496667155044	FALSE
TAK1-dependent IKK and NF-kappa-B activation	0.7623368033250253	FALSE
FasL/ CD95L signaling	0.7623368033250253	FALSE
eNOS activation	0.7623368033250253	FALSE
Nuclear signaling by ERBB4	0.7623368033250253	FALSE
Type I hemidesmosome assembly	0.7623368033250253	FALSE
Beta-oxidation of pristanoyl-CoA	0.7635021332846093	FALSE
Cargo recognition for clathrin-mediated endocytosis	0.7635021332846093	FALSE
SHC1 events in EGFR signaling	0.7635021332846093	FALSE
Defective CYP11A1 causes AICSR	0.7635021332846093	FALSE
Ras activation upon Ca2+ influx through NMDA receptor	0.7641610502405227	FALSE
Plasma lipoprotein clearance	0.7641610502405227	FALSE
Synaptic adhesion-like molecules	0.7653859066565254	FALSE
Synthesis of GDP-mannose	0.7682418253722968	FALSE
PPARA activates gene expression	0.7684716191128615	FALSE
Dopamine Neurotransmitter Release Cycle	0.7703749184926509	FALSE
Heme biosynthesis	0.7709891932281621	FALSE
Inactivation of CDC42 and RAC1	0.7709891932281621	FALSE
Expression and translocation of olfactory receptors	0.7714120561377047	FALSE
Erythropoietin activates Phospholipase C gamma (PLCG)	0.7714120561377047	FALSE
TP53 Regulates Transcription of Death Receptors and Ligands	0.7714120561377047	FALSE
TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	0.7714120561377047	FALSE
Reelin signalling pathway	0.7714120561377047	FALSE
CHL1 interactions	0.7714120561377047	FALSE
MyD88:MAL(TIRAP) cascade initiated on plasma membrane	0.7714120561377047	FALSE
Toll Like Receptor TLR1:TLR2 Cascade	0.7714120561377047	FALSE
Toll Like Receptor TLR6:TLR2 Cascade	0.7714120561377047	FALSE
Toll Like Receptor 2 (TLR2) Cascade	0.7714120561377047	FALSE
Regulation of gene expression by Hypoxia-inducible Factor	0.7714596723585962	FALSE
Metabolism of fat-soluble vitamins	0.7743391351333752	FALSE
Retinoid metabolism and transport	0.7743391351333752	FALSE
GPVI-mediated activation cascade	0.7743391351333752	FALSE
Autophagy	0.7747853601423281	FALSE
TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	0.7758744365842218	FALSE
Antigen processing-Cross presentation	0.7759777724648298	FALSE
The phototransduction cascade	0.7787065847016039	FALSE
Inactivation, recovery and regulation of the phototransduction cascade	0.7787065847016039	FALSE
RHOQ GTPase cycle	0.7795809555127624	FALSE
VxPx cargo-targeting to cilium	0.7795809555127624	FALSE
Beta oxidation of hexanoyl-CoA to butanoyl-CoA	0.784709350012509	FALSE
Cellular hexose transport	0.7859352881824007	FALSE
VLDL clearance	0.7859669812803123	FALSE
G alpha (s) signalling events	0.7863217689642451	FALSE
RUNX3 regulates NOTCH signaling	0.7873903076162787	FALSE
Pyrimidine catabolism	0.7873903076162787	FALSE
Estrogen biosynthesis	0.7880643107179462	FALSE
Adenylate cyclase inhibitory pathway	0.7880643107179462	FALSE
Voltage gated Potassium channels	0.788254522025005	FALSE
TRAIL  signaling	0.788254522025005	FALSE
Axonal growth stimulation	0.788254522025005	FALSE
Defective EXT2 causes exostoses 2	0.788254522025005	FALSE
Defective EXT1 causes exostoses 1, TRPS2 and CHDS	0.788254522025005	FALSE
Sema4D induced cell migration and growth-cone collapse	0.7893092228929838	FALSE
Nef mediated downregulation of MHC class I complex cell surface expression	0.7893092228929838	FALSE
Aspirin ADME	0.7893092228929838	FALSE
AMPK inhibits chREBP transcriptional activation activity	0.7897361039494452	FALSE
Cytokine Signaling in Immune system	0.7897361039494452	TRUE
Regulation of signaling by CBL	0.7897361039494452	FALSE
MAP3K8 (TPL2)-dependent MAPK1/3 activation	0.7901988599420455	FALSE
RHO GTPase cycle	0.7917765950915711	FALSE
Interleukin receptor SHC signaling	0.7924491704721209	FALSE
Other semaphorin interactions	0.7932084692906514	FALSE
Pyroptosis	0.7945420611119519	FALSE
STAT3 nuclear events downstream of ALK signaling	0.795096639352607	FALSE
Selective autophagy	0.795096639352607	FALSE
NOTCH2 Activation and Transmission of Signal to the Nucleus	0.7964029329957205	FALSE
RUNX1 regulates expression of components of tight junctions	0.7964029329957205	FALSE
Activated NTRK2 signals through PI3K	0.7994656989662182	FALSE
MAP kinase activation	0.7996863785170135	FALSE
Signaling by NOTCH1 HD Domain Mutants in Cancer	0.7996863785170135	FALSE
Constitutive Signaling by NOTCH1 HD Domain Mutants	0.7996863785170135	FALSE
alpha-linolenic (omega3) and linoleic (omega6) acid metabolism	0.7996863785170135	FALSE
alpha-linolenic acid (ALA) metabolism	0.7996863785170135	FALSE
Non-integrin membrane-ECM interactions	0.8027260381242719	FALSE
Signal regulatory protein family interactions	0.8031588995577876	FALSE
FGFR2b ligand binding and activation	0.8031588995577876	FALSE
Hyaluronan metabolism	0.8031588995577876	FALSE
Hyaluronan uptake and degradation	0.8031588995577876	FALSE
CD22 mediated BCR regulation	0.803232718196162	FALSE
PKA activation	0.803232718196162	FALSE
G beta:gamma signalling through PLC beta	0.8055589627063783	FALSE
Presynaptic function of Kainate receptors	0.8055589627063783	FALSE
FGFR3b ligand binding and activation	0.8055589627063783	FALSE
Abacavir ADME	0.8059562379559939	FALSE
CREB phosphorylation	0.8067271477534363	FALSE
Tryptophan catabolism	0.8067271477534363	FALSE
Toll Like Receptor 3 (TLR3) Cascade	0.8068658553995299	FALSE
Transcriptional Regulation by NPAS4	0.8068658553995299	FALSE
Assembly of active LPL and LIPC lipase complexes	0.8083749851550606	FALSE
RUNX3 regulates BCL2L11 (BIM) transcription	0.8083749851550606	FALSE
Cargo trafficking to the periciliary membrane	0.8084834258658901	FALSE
Metabolism of cofactors	0.8084834258658901	FALSE
PKA activation in glucagon signalling	0.8084834258658901	FALSE
Regulation of IGF Activity by IGFBP	0.8131593091877473	TRUE
Membrane Trafficking	0.8146282512166568	FALSE
Uptake and actions of bacterial toxins	0.8154406290165829	FALSE
RHOBTB3 ATPase cycle	0.8161126471669296	FALSE
FOXO-mediated transcription of cell cycle genes	0.8170925225440471	FALSE
Post-chaperonin tubulin folding pathway	0.8183836972769273	FALSE
Mitochondrial Fatty Acid Beta-Oxidation	0.8183836972769273	FALSE
RUNX3 regulates CDKN1A transcription	0.8185226967360029	FALSE
Uptake and function of anthrax toxins	0.819517429370957	FALSE
Toll Like Receptor 10 (TLR10) Cascade	0.819517429370957	FALSE
Toll Like Receptor 5 (TLR5) Cascade	0.819517429370957	FALSE
MyD88 cascade initiated on plasma membrane	0.819517429370957	FALSE
FLT3 signaling through SRC family kinases	0.8203492458500576	FALSE
RUNX2 regulates osteoblast differentiation	0.8203492458500576	FALSE
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	0.8203492458500576	FALSE
Interleukin-38 signaling	0.8248076884178773	FALSE
SLIT2:ROBO1 increases RHOA activity	0.8268621061391945	FALSE
Other interleukin signaling	0.8286239810080703	FALSE
Activation of RAS in B cells	0.8307324705743209	FALSE
HDMs demethylate histones	0.8308165552654908	FALSE
Glutathione synthesis and recycling	0.8323785589331236	FALSE
FLT3 Signaling	0.8344377969342511	FALSE
Platelet calcium homeostasis	0.8350223778984425	FALSE
Muscle contraction	0.8357296090500561	FALSE
Regulation by c-FLIP	0.8357296090500561	FALSE
CASP8 activity is inhibited	0.8357296090500561	FALSE
Dimerization of procaspase-8	0.8357296090500561	FALSE
ARMS-mediated activation	0.8367899741415036	FALSE
Asparagine N-linked glycosylation	0.8369709128870975	FALSE
Nucleotide salvage	0.8380008813972185	FALSE
Synthesis of PIPs at the early endosome membrane	0.8380457498932294	FALSE
Signaling by BRAF and RAF1 fusions	0.8380457498932294	FALSE
activated TAK1 mediates p38 MAPK activation	0.8380457498932294	FALSE
NOTCH3 Activation and Transmission of Signal to the Nucleus	0.8380457498932294	FALSE
Metabolism of steroid hormones	0.8380457498932294	FALSE
CLEC7A (Dectin-1) induces NFAT activation	0.8380457498932294	FALSE
Meiotic synapsis	0.8380457498932294	FALSE
FGFR2c ligand binding and activation	0.8380457498932294	FALSE
Activated point mutants of FGFR2	0.8380457498932294	FALSE
DAP12 interactions	0.8380457498932294	FALSE
Defective CHST6 causes MCDC1	0.8380457498932294	FALSE
Defective ST3GAL3 causes MCT12 and EIEE15	0.8380457498932294	FALSE
Metabolism of nitric oxide: NOS3 activation and regulation	0.8380457498932294	FALSE
SUMOylation of intracellular receptors	0.8380457498932294	FALSE
Smooth Muscle Contraction	0.8380457498932294	FALSE
Sulfur amino acid metabolism	0.8380457498932294	FALSE
Signalling to p38 via RIT and RIN	0.8387224904294753	FALSE
Formation of Incision Complex in GG-NER	0.8392291819117006	FALSE
Signaling by Activin	0.8392291819117006	FALSE
ER-Phagosome pathway	0.8392291819117006	FALSE
mitochondrial fatty acid beta-oxidation of unsaturated fatty acids	0.8399713144016612	FALSE
EPHB-mediated forward signaling	0.8406468178046551	FALSE
NCAM signaling for neurite out-growth	0.8447818373855047	FALSE
RUNX1 regulates transcription of genes involved in BCR signaling	0.845267134525687	FALSE
Phenylalanine metabolism	0.8462295783320661	FALSE
RHOB GTPase cycle	0.8467850912475515	FALSE
Ion homeostasis	0.8483418577861769	FALSE
ROBO receptors bind AKAP5	0.8483418577861769	FALSE
Repression of WNT target genes	0.8496682883667919	FALSE
Constitutive Signaling by Aberrant PI3K in Cancer	0.851664992042556	FALSE
Apoptotic cleavage of cellular proteins	0.851664992042556	FALSE
Transferrin endocytosis and recycling	0.851664992042556	FALSE
NOTCH1 Intracellular Domain Regulates Transcription	0.853018990957527	FALSE
Protein methylation	0.8534373197132654	FALSE
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	0.8541000392088796	FALSE
AKT phosphorylates targets in the cytosol	0.8541000392088796	FALSE
Synthesis of Dolichyl-phosphate	0.8541000392088796	FALSE
SARS-CoV-2 modulates autophagy	0.8541000392088796	FALSE
Porphyrin metabolism	0.8553238112563358	FALSE
Toll Like Receptor 9 (TLR9) Cascade	0.8575410308628815	FALSE
PI-3K cascade:FGFR1	0.8587621555749632	FALSE
Integrin signaling	0.8587621555749632	FALSE
Platelet Aggregation (Plug Formation)	0.8587621555749632	FALSE
Cytochrome c-mediated apoptotic response	0.8607914399827737	FALSE
Erythropoietin activates STAT5	0.8607914399827737	FALSE
Negative regulation of TCF-dependent signaling by WNT ligand antagonists	0.8627633532790179	FALSE
CD28 dependent PI3K/Akt signaling	0.8627633532790179	FALSE
RUNX1 regulates transcription of genes involved in interleukin signaling	0.8633240577191642	FALSE
Translation of Replicase and Assembly of the Replication Transcription Complex	0.8653888644793041	FALSE
Signal amplification	0.8673992228347951	FALSE
Molecules associated with elastic fibres	0.8676344231376301	FALSE
Extra-nuclear estrogen signaling	0.8676344231376301	FALSE
Formation of definitive endoderm	0.8676344231376301	FALSE
Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA	0.8693569592302071	FALSE
Assembly of collagen fibrils and other multimeric structures	0.8715934805341126	FALSE
MyD88-independent TLR4 cascade	0.872537966499679	FALSE
TRIF(TICAM1)-mediated TLR4 signaling	0.872537966499679	FALSE
Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion	0.8736764156944052	FALSE
XBP1(S) activates chaperone genes	0.8736764156944052	FALSE
ERKs are inactivated	0.8736764156944052	FALSE
Vesicle-mediated transport	0.8757673095995604	FALSE
NTRK2 activates RAC1	0.8763521331502258	FALSE
IkBA variant leads to EDA-ID	0.8763581954308882	FALSE
Unfolded Protein Response (UPR)	0.8767249480127015	FALSE
Role of phospholipids in phagocytosis	0.8779178797795147	FALSE
RHOU GTPase cycle	0.8779178797795147	FALSE
Presynaptic depolarization and calcium channel opening	0.87982807064352	FALSE
Activation of the TFAP2 (AP-2) family of transcription factors	0.8803349897203362	FALSE
Downregulation of ERBB2 signaling	0.8803349897203362	FALSE
Aggrephagy	0.8803349897203362	FALSE
PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	0.8815056007552513	FALSE
Phospholipase C-mediated cascade: FGFR1	0.8830263604971685	FALSE
Synthesis of 12-eicosatetraenoic acid derivatives	0.8830263604971685	FALSE
Synthesis of 15-eicosatetraenoic acid derivatives	0.8830263604971685	FALSE
Signaling by activated point mutants of FGFR3	0.8830263604971685	FALSE
FGFR4 ligand binding and activation	0.8830263604971685	FALSE
FGFR3 mutant receptor activation	0.8830263604971685	FALSE
PI3K/AKT Signaling in Cancer	0.8834608756804623	FALSE
Myoclonic epilepsy of Lafora	0.8836159979750468	FALSE
Glutamate and glutamine metabolism	0.8836159979750468	FALSE
ZBP1(DAI) mediated induction of type I IFNs	0.8836417471668431	FALSE
Alpha-defensins	0.8836417471668431	FALSE
Nicotinamide salvaging	0.8836417471668431	FALSE
Signaling by Hippo	0.88376543646698	FALSE
RHOV GTPase cycle	0.88376543646698	FALSE
ER Quality Control Compartment (ERQC)	0.88376543646698	FALSE
Noncanonical activation of NOTCH3	0.88376543646698	FALSE
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	0.88376543646698	FALSE
Synthesis of IPs in the nucleus	0.8841851871855909	FALSE
LXRs regulate gene expression linked to lipogenesis	0.8841851871855909	FALSE
Metabolism of water-soluble vitamins and cofactors	0.8841851871855909	FALSE
Recycling of eIF2:GDP	0.8841851871855909	FALSE
Regulation of FOXO transcriptional activity by acetylation	0.8849123016113317	FALSE
CREB1 phosphorylation through the activation of Adenylate Cyclase	0.8879897354514006	FALSE
ADORA2B mediated anti-inflammatory cytokines production	0.8896730334919177	FALSE
Drug-mediated inhibition of ERBB2 signaling	0.8902375677260046	FALSE
Drug resistance in ERBB2 KD mutants	0.8902375677260046	FALSE
Resistance of ERBB2 KD mutants to trastuzumab	0.8902375677260046	FALSE
Resistance of ERBB2 KD mutants to sapitinib	0.8902375677260046	FALSE
Resistance of ERBB2 KD mutants to tesevatinib	0.8902375677260046	FALSE
Resistance of ERBB2 KD mutants to neratinib	0.8902375677260046	FALSE
Resistance of ERBB2 KD mutants to osimertinib	0.8902375677260046	FALSE
Resistance of ERBB2 KD mutants to afatinib	0.8902375677260046	FALSE
Resistance of ERBB2 KD mutants to AEE788	0.8902375677260046	FALSE
Resistance of ERBB2 KD mutants to lapatinib	0.8902375677260046	FALSE
Drug resistance in ERBB2 TMD/JMD mutants	0.8902375677260046	FALSE
MECP2 regulates transcription of neuronal ligands	0.8925979676433203	FALSE
Integration of energy metabolism	0.8925979676433203	FALSE
RNA Polymerase I Promoter Opening	0.8925979676433203	FALSE
TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	0.8925979676433203	FALSE
RHO GTPases activate KTN1	0.8925979676433203	FALSE
Ionotropic activity of kainate receptors	0.8925979676433203	FALSE
Activation of Ca-permeable Kainate Receptor	0.8925979676433203	FALSE
Regulation of FZD by ubiquitination	0.8925979676433203	FALSE
POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	0.8925979676433203	FALSE
GRB2:SOS provides linkage to MAPK signaling for Integrins	0.8941313824498831	FALSE
AKT phosphorylates targets in the nucleus	0.8957600090323422	FALSE
Anchoring of the basal body to the plasma membrane	0.8962813242553852	FALSE
Platelet activation, signaling and aggregation	0.8962813242553852	FALSE
Glycerophospholipid biosynthesis	0.897077569284978	FALSE
Meiosis	0.8987717002019011	FALSE
RNA Polymerase III Transcription Termination	0.8987717002019011	FALSE
Cell junction organization	0.8991969763204104	FALSE
NOTCH2 intracellular domain regulates transcription	0.9003472672699857	FALSE
RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	0.9026223959508364	FALSE
Receptor Mediated Mitophagy	0.9050237942706796	FALSE
Golgi Associated Vesicle Biogenesis	0.9058191365908659	FALSE
Ligand-independent caspase activation via DCC	0.9058191365908659	FALSE
Toll-like Receptor Cascades	0.9058191365908659	FALSE
Downstream TCR signaling	0.9058191365908659	TRUE
Cytosolic tRNA aminoacylation	0.9058191365908659	FALSE
Signaling by PTK6	0.9058191365908659	FALSE
Signaling by Non-Receptor Tyrosine Kinases	0.9058191365908659	FALSE
HDL assembly	0.9058191365908659	FALSE
Regulation of PTEN localization	0.9058191365908659	FALSE
Signaling by EGFR in Cancer	0.9058191365908659	FALSE
Advanced glycosylation endproduct receptor signaling	0.9058191365908659	FALSE
Interleukin-6 signaling	0.9058191365908659	FALSE
MMR	0.9058191365908659	FALSE
Pentose phosphate pathway	0.9059730041806642	FALSE
Role of ABL in ROBO-SLIT signaling	0.907107191984634	FALSE
ADP signalling through P2Y purinoceptor 12	0.907107191984634	FALSE
Cell-extracellular matrix interactions	0.9102229416131189	FALSE
GABA B receptor activation	0.9105631255192735	FALSE
Activation of GABAB receptors	0.9105631255192735	FALSE
GRB2 events in EGFR signaling	0.9105631255192735	FALSE
EPH-Ephrin signaling	0.9105631255192735	FALSE
Cobalamin (Cbl, vitamin B12) transport and metabolism	0.9105631255192735	FALSE
Beta oxidation of octanoyl-CoA to hexanoyl-CoA	0.9105631255192735	FALSE
MET interacts with TNS proteins	0.9105631255192735	FALSE
Regulation of gene expression in beta cells	0.9129747075833549	FALSE
Downregulation of ERBB2:ERBB3 signaling	0.9129747075833549	FALSE
p130Cas linkage to MAPK signaling for integrins	0.9129747075833549	FALSE
Translocation of SLC2A4 (GLUT4) to the plasma membrane	0.9129747075833549	FALSE
COPI-dependent Golgi-to-ER retrograde traffic	0.9129747075833549	FALSE
Formation of the beta-catenin:TCF transactivating complex	0.9133555377015369	FALSE
Glycogen breakdown (glycogenolysis)	0.9134507554236307	FALSE
Toll Like Receptor 7/8 (TLR7/8) Cascade	0.9134507554236307	FALSE
MyD88 dependent cascade initiated on endosome	0.9134507554236307	FALSE
RHOA GTPase cycle	0.914905458212595	FALSE
LXRs regulate gene expression to control bile acid homeostasis	0.9180395171022935	FALSE
NOSTRIN mediated eNOS trafficking	0.9199464083793318	FALSE
ABC transporters in lipid homeostasis	0.9212620903908394	FALSE
Interleukin-35 Signalling	0.9230065558719079	TRUE
Sealing of the nuclear envelope (NE) by ESCRT-III	0.9244329900839912	FALSE
GDP-fucose biosynthesis	0.9257832908505639	FALSE
Sphingolipid de novo biosynthesis	0.9261824594877133	TRUE
Activation of the phototransduction cascade	0.9308695831377412	FALSE
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	0.931665249237235	FALSE
Acyl chain remodelling of PI	0.9352211060209288	FALSE
Chemokine receptors bind chemokines	0.9375492314852026	FALSE
Regulation of cytoskeletal remodeling and cell spreading by IPP complex components	0.9375492314852026	FALSE
Peptide hormone metabolism	0.9375492314852026	FALSE
STAT5 activation downstream of FLT3 ITD mutants	0.9375492314852026	FALSE
GRB7 events in ERBB2 signaling	0.9375492314852026	FALSE
Loss of function of MECP2 in Rett syndrome	0.9375492314852026	FALSE
Pervasive developmental disorders	0.9375492314852026	FALSE
Disorders of Developmental Biology	0.9375492314852026	FALSE
Disorders of Nervous System Development	0.9375492314852026	FALSE
Platelet degranulation	0.9375492314852026	FALSE
IRE1alpha activates chaperones	0.9375492314852026	FALSE
Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	0.9382715412288846	FALSE
Nicotinate metabolism	0.9393038609378749	FALSE
RHO GTPases activate IQGAPs	0.9393038609378749	FALSE
Scavenging by Class B Receptors	0.9393038609378749	FALSE
Defective RIPK1-mediated regulated necrosis	0.9395501015955888	FALSE
Phase 4 - resting membrane potential	0.9402373285767857	FALSE
Pyruvate metabolism	0.9404284492271047	TRUE
Adenylate cyclase activating pathway	0.9430085869447309	FALSE
Regulation of BACH1 activity	0.9430085869447309	FALSE
RHOF GTPase cycle	0.9457510771938034	FALSE
RUNX2 regulates chondrocyte maturation	0.9457510771938034	FALSE
NCAM1 interactions	0.948021191843439	FALSE
HDL clearance	0.9494310480338111	FALSE
Regulation of signaling by NODAL	0.9494310480338111	FALSE
Activation of IRF3, IRF7 mediated by TBK1, IKBKE	0.9494310480338111	FALSE
PI Metabolism	0.9513191449483063	FALSE
PTK6 Regulates Cell Cycle	0.9513966823643466	FALSE
Creation of C4 and C2 activators	0.9516072571121792	FALSE
Classical antibody-mediated complement activation	0.9516072571121792	FALSE
ERK/MAPK targets	0.9520161682427822	FALSE
Vasopressin regulates renal water homeostasis via Aquaporins	0.9520161682427822	FALSE
Aquaporin-mediated transport	0.9520161682427822	FALSE
TCR signaling	0.9535898352390326	TRUE
Potassium Channels	0.9535898352390326	FALSE
tRNA Aminoacylation	0.9535898352390326	FALSE
Activation of kainate receptors upon glutamate binding	0.954871797855422	FALSE
Methionine salvage pathway	0.9550952015036601	FALSE
Propionyl-CoA catabolism	0.9565638767179395	FALSE
Detoxification of Reactive Oxygen Species	0.9565638767179395	FALSE
RIP-mediated NFkB activation via ZBP1	0.9565638767179395	FALSE
RUNX2 regulates genes involved in cell migration	0.9565638767179395	FALSE
Acyl chain remodelling of PG	0.9580593114443489	FALSE
PI3K events in ERBB2 signaling	0.9587452470307745	FALSE
Degradation of cysteine and homocysteine	0.9587452470307745	FALSE
Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models	0.9587452470307745	FALSE
Neurodegenerative Diseases	0.9587452470307745	FALSE
Defective Intrinsic Pathway for Apoptosis	0.9587452470307745	FALSE
Listeria monocytogenes entry into host cells	0.9587452470307745	FALSE
Amino acid transport across the plasma membrane	0.9587452470307745	FALSE
p38MAPK events	0.9588258911207321	FALSE
Class I peroxisomal membrane protein import	0.9588258911207321	FALSE
FLT3 signaling in disease	0.9588258911207321	FALSE
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	0.9614435210527618	FALSE
Visual phototransduction	0.9614435210527618	FALSE
Metabolism of vitamins and cofactors	0.9614435210527618	FALSE
MET activates PTK2 signaling	0.9614435210527618	FALSE
Extracellular matrix organization	0.9614435210527618	FALSE
Synthesis of PIPs at the plasma membrane	0.9614435210527618	FALSE
HS-GAG biosynthesis	0.9614435210527618	FALSE
GAB1 signalosome	0.9614435210527618	FALSE
Signaling by NOTCH1 PEST Domain Mutants in Cancer	0.9614435210527618	FALSE
Signaling by NOTCH1 in Cancer	0.9614435210527618	FALSE
Constitutive Signaling by NOTCH1 PEST Domain Mutants	0.9614435210527618	FALSE
Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	0.9614435210527618	FALSE
Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	0.9614435210527618	FALSE
Release of apoptotic factors from the mitochondria	0.9614435210527618	FALSE
Heparan sulfate/heparin (HS-GAG) metabolism	0.9637609722855904	FALSE
E3 ubiquitin ligases ubiquitinate target proteins	0.9638426594143759	FALSE
Signaling by Interleukins	0.9640928778742319	FALSE
Class B/2 (Secretin family receptors)	0.9640928778742319	FALSE
Signaling by NOTCH2	0.9640928778742319	FALSE
Toll Like Receptor 4 (TLR4) Cascade	0.9645887080223156	FALSE
Scavenging of heme from plasma	0.9646565585421994	FALSE
Phospholipid metabolism	0.9654928966537466	FALSE
Neuronal System	0.9654928966537466	FALSE
Unblocking of NMDA receptors, glutamate binding and activation	0.9654928966537466	FALSE
Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes	0.9654928966537466	FALSE
Signaling by NOTCH1	0.9668893230654413	FALSE
Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	0.9668893230654413	FALSE
Telomere C-strand synthesis initiation	0.9676157742060486	FALSE
Energy dependent regulation of mTOR by LKB1-AMPK	0.9677860454469686	FALSE
Bacterial Infection Pathways	0.9677860454469686	FALSE
Rap1 signalling	0.9679229434742391	FALSE
Golgi-to-ER retrograde transport	0.9681969746636413	FALSE
Activation of AMPK downstream of NMDARs	0.9686955194211582	FALSE
Activated NTRK2 signals through PLCG1	0.9722947156321664	FALSE
Cell-cell junction organization	0.9722947156321664	FALSE
Intra-Golgi and retrograde Golgi-to-ER traffic	0.9724144625938339	FALSE
Interleukin-37 signaling	0.9724144625938339	FALSE
Downregulation of TGF-beta receptor signaling	0.972693513784438	FALSE
RHO GTPases activate PKNs	0.9747466559367439	FALSE
RUNX1 regulates transcription of genes involved in differentiation of myeloid cells	0.9747466559367439	FALSE
DARPP-32 events	0.9747466559367439	FALSE
Cardiac conduction	0.9763675371229164	FALSE
PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	0.9802204495063662	FALSE
N-glycan antennae elongation in the medial/trans-Golgi	0.9802204495063662	FALSE
Reactions specific to the complex N-glycan synthesis pathway	0.9802204495063662	FALSE
Clathrin-mediated endocytosis	0.9802204495063662	FALSE
Cell surface interactions at the vascular wall	0.9802204495063662	FALSE
Early SARS-CoV-2 Infection Events	0.9802204495063662	FALSE
